ProductID1,ProductID2,jaccard_similarity
707,708,0.8571428571428571
707,711,0.75
707,712,0.6
707,714,0.75
707,715,0.5454545454545454
707,716,0.42857142857142855
707,717,0.125
707,718,0.2857142857142857
707,722,0.2857142857142857
707,738,0.3333333333333333
707,739,0.125
707,742,0.125
707,743,0.09090909090909091
707,747,0.125
707,748,0.2
707,779,0.2222222222222222
707,780,0.2
707,781,0.2222222222222222
707,782,0.18181818181818182
707,783,0.2222222222222222
707,784,0.2222222222222222
707,792,0.14285714285714285
707,793,0.42857142857142855
707,794,0.2857142857142857
707,795,0.2857142857142857
707,796,0.14285714285714285
707,797,0.42857142857142855
707,798,0.42857142857142855
707,799,0.2857142857142857
707,800,0.14285714285714285
707,801,0.42857142857142855
707,808,0.1
707,809,0.2
707,810,0.1111111111111111
707,813,0.42857142857142855
707,822,0.25
707,835,0.375
707,836,0.2222222222222222
707,838,0.2857142857142857
707,858,0.42857142857142855
707,859,0.8571428571428571
707,860,0.42857142857142855
707,864,0.5454545454545454
707,865,0.8571428571428571
707,867,0.18181818181818182
707,868,0.125
707,869,0.2
707,870,0.75
707,873,0.42857142857142855
707,874,0.09090909090909091
707,875,0.2727272727272727
707,876,0.6666666666666666
707,877,0.75
707,880,0.75
707,881,0.75
707,883,0.6666666666666666
707,884,0.6
707,885,0.25
707,886,0.14285714285714285
707,889,0.125
707,891,0.0
707,892,0.125
707,893,0.25
707,894,0.2857142857142857
707,895,0.14285714285714285
707,896,0.14285714285714285
707,899,0.125
707,900,0.125
707,904,0.2222222222222222
707,905,0.2222222222222222
707,907,0.0
707,908,0.25
707,909,0.1111111111111111
707,910,0.2222222222222222
707,913,0.14285714285714285
707,916,0.2
707,917,0.125
707,918,0.2222222222222222
707,920,0.0
707,924,0.125
707,925,0.2
707,926,0.2222222222222222
707,935,0.2222222222222222
707,936,0.2222222222222222
707,937,0.18181818181818182
707,938,0.2727272727272727
707,939,0.375
707,940,0.375
707,944,0.1
707,945,0.18181818181818182
707,947,0.0
707,948,0.16666666666666666
707,949,0.1111111111111111
707,951,0.2222222222222222
707,952,0.1
707,953,0.18181818181818182
707,954,0.18181818181818182
707,955,0.2222222222222222
707,956,0.125
707,957,0.2222222222222222
707,958,0.2
707,959,0.25
707,960,0.0
707,961,0.18181818181818182
707,962,0.1111111111111111
707,963,0.2857142857142857
707,964,0.0
707,965,0.1
707,966,0.2
707,967,0.2222222222222222
707,968,0.125
707,969,0.09090909090909091
707,970,0.2222222222222222
707,971,0.125
707,972,0.1
707,973,0.3
707,974,0.42857142857142855
707,975,0.14285714285714285
707,976,0.3333333333333333
707,977,0.42857142857142855
707,978,0.125
707,979,0.18181818181818182
707,980,0.125
707,981,0.2
707,982,0.125
707,983,0.1111111111111111
707,984,0.2
707,985,0.2222222222222222
707,986,0.125
707,987,0.25
707,988,0.2
707,989,0.125
707,990,0.0
707,991,0.125
707,992,0.2222222222222222
707,993,0.125
707,994,0.25
707,996,0.2222222222222222
707,997,0.14285714285714285
707,998,0.3333333333333333
707,999,0.375
708,711,0.8571428571428571
708,712,0.6666666666666666
708,714,0.8571428571428571
708,715,0.6
708,716,0.5
708,717,0.14285714285714285
708,718,0.3333333333333333
708,722,0.3333333333333333
708,738,0.375
708,739,0.0
708,742,0.0
708,743,0.0
708,747,0.0
708,748,0.1
708,779,0.1111111111111111
708,780,0.1
708,781,0.1111111111111111
708,782,0.09090909090909091
708,783,0.1111111111111111
708,784,0.1111111111111111
708,792,0.16666666666666666
708,793,0.5
708,794,0.3333333333333333
708,795,0.3333333333333333
708,796,0.16666666666666666
708,797,0.5
708,798,0.5
708,799,0.3333333333333333
708,800,0.16666666666666666
708,801,0.5
708,808,0.0
708,809,0.1
708,810,0.125
708,813,0.5
708,822,0.2857142857142857
708,835,0.42857142857142855
708,836,0.25
708,838,0.3333333333333333
708,858,0.5
708,859,1.0
708,860,0.2857142857142857
708,864,0.6
708,865,1.0
708,867,0.09090909090909091
708,868,0.0
708,869,0.1
708,870,0.8571428571428571
708,873,0.5
708,874,0.1
708,875,0.3
708,876,0.75
708,877,0.8571428571428571
708,880,0.8571428571428571
708,881,0.8571428571428571
708,883,0.75
708,884,0.6666666666666666
708,885,0.2857142857142857
708,886,0.16666666666666666
708,889,0.14285714285714285
708,891,0.0
708,892,0.14285714285714285
708,893,0.2857142857142857
708,894,0.14285714285714285
708,895,0.16666666666666666
708,896,0.16666666666666666
708,899,0.14285714285714285
708,900,0.14285714285714285
708,904,0.1111111111111111
708,905,0.1111111111111111
708,907,0.0
708,908,0.125
708,909,0.0
708,910,0.1111111111111111
708,913,0.16666666666666666
708,916,0.2222222222222222
708,917,0.0
708,918,0.1111111111111111
708,920,0.0
708,924,0.0
708,925,0.1
708,926,0.1111111111111111
708,935,0.1111111111111111
708,936,0.1111111111111111
708,937,0.09090909090909091
708,938,0.3
708,939,0.42857142857142855
708,940,0.42857142857142855
708,944,0.0
708,945,0.09090909090909091
708,947,0.0
708,948,0.08333333333333333
708,949,0.0
708,951,0.1111111111111111
708,952,0.0
708,953,0.2
708,954,0.2
708,955,0.25
708,956,0.14285714285714285
708,957,0.25
708,958,0.2222222222222222
708,959,0.2857142857142857
708,960,0.0
708,961,0.2
708,962,0.125
708,963,0.3333333333333333
708,964,0.0
708,965,0.1111111111111111
708,966,0.2222222222222222
708,967,0.25
708,968,0.14285714285714285
708,969,0.1
708,970,0.25
708,971,0.14285714285714285
708,972,0.1111111111111111
708,973,0.3333333333333333
708,974,0.5
708,975,0.16666666666666666
708,976,0.375
708,977,0.5
708,978,0.14285714285714285
708,979,0.2
708,980,0.14285714285714285
708,981,0.1
708,982,0.14285714285714285
708,983,0.125
708,984,0.1
708,985,0.1111111111111111
708,986,0.14285714285714285
708,987,0.125
708,988,0.1
708,989,0.14285714285714285
708,990,0.0
708,991,0.14285714285714285
708,992,0.1111111111111111
708,993,0.14285714285714285
708,994,0.125
708,996,0.1111111111111111
708,997,0.16666666666666666
708,998,0.375
708,999,0.42857142857142855
711,708,0.8571428571428571
711,712,0.6
711,714,0.75
711,715,0.5454545454545454
711,716,0.42857142857142855
711,717,0.125
711,718,0.2857142857142857
711,722,0.2857142857142857
711,738,0.3333333333333333
711,739,0.0
711,742,0.0
711,743,0.0
711,747,0.0
711,748,0.09090909090909091
711,779,0.1
711,780,0.09090909090909091
711,781,0.1
711,782,0.08333333333333333
711,783,0.1
711,784,0.1
711,792,0.14285714285714285
711,793,0.42857142857142855
711,794,0.2857142857142857
711,795,0.2857142857142857
711,796,0.14285714285714285
711,797,0.42857142857142855
711,798,0.42857142857142855
711,799,0.2857142857142857
711,800,0.14285714285714285
711,801,0.42857142857142855
711,808,0.0
711,809,0.09090909090909091
711,810,0.1111111111111111
711,813,0.42857142857142855
711,822,0.25
711,835,0.375
711,836,0.2222222222222222
711,838,0.2857142857142857
711,858,0.42857142857142855
711,859,0.8571428571428571
711,860,0.25
711,864,0.5454545454545454
711,865,0.8571428571428571
711,867,0.08333333333333333
711,868,0.0
711,869,0.09090909090909091
711,870,0.75
711,873,0.42857142857142855
711,874,0.2
711,875,0.4
711,876,0.6666666666666666
711,877,0.75
711,880,0.75
711,881,0.75
711,883,0.6666666666666666
711,884,0.6
711,885,0.25
711,886,0.14285714285714285
711,889,0.125
711,891,0.0
711,892,0.125
711,893,0.25
711,894,0.125
711,895,0.14285714285714285
711,896,0.14285714285714285
711,899,0.125
711,900,0.125
711,904,0.1
711,905,0.1
711,907,0.0
711,908,0.1111111111111111
711,909,0.0
711,910,0.1
711,913,0.14285714285714285
711,916,0.2
711,917,0.0
711,918,0.1
711,920,0.0
711,924,0.0
711,925,0.09090909090909091
711,926,0.1
711,935,0.1
711,936,0.1
